"gene";"DE_log2_FC";"std.error";"t.value";"p.value";"adj.p.value"
"ADA2";0,293803101367463;0,14029183670288;2,09422806253296;0,0426036901604203;0,0781431041632275
"ADAL";-0,020602532706654;0,0987489719373501;-0,208635414652468;0,835788793152275;0,876380056950776
"ADAM10";-0,092246142606412;0,0815101206063085;-1,13171397515111;0,264475731969008;0,353276843233076
"ADAM12";2,66949255703312;0,355861986559671;7,50148275976506;3,72905555211410e-09;1,04777365756962e-07
"ADAM15";0,291145286893435;0,10310201431144;2,82385643809028;0,00735442090476103;0,0181447300523154
"ADAM17";-0,328830970712027;0,100880315407492;-3,25961481567299;0,00227775086215054;0,00671705355727993
"ADAM19";0,773504196824883;0,165849163607709;4,66390170440948;3,4155159749302e-05;0,000197156197722528
"ADAM22";-0,186059132840992;0,153287023997765;-1,21379571465688;0,231924862999847;0,31739365213929
"ADAM23";1,83919818188806;0,212599407649411;8,65100332227174;1,0356731990712e-10;6,16359311978612e-09
"ADAM28";1,38005512057802;0,197945014377559;6,97191149227788;2,02326431165256e-08;4,12531059650222e-07
"ADAM33";-0,269916263140746;0,218205256384295;-1,23698332301115;0,223287021520767;0,30771005899129
"ADAM8";0,373132020240917;0,175017889644179;2,13196502940079;0,0391852344512945;0,0729684171839831
"ADAM9";0,752333719139864;0,138350306444998;5,43788979201835;2,8861494526536e-06;2,44602303585903e-05
"ADAMDEC1";2,14744643826001;0,432190703559588;4,96874740843179;1,30023207377016e-05;8,70130410197726e-05
"ADAMTS1";0,356434348157911;0,305525146049052;1,1666285173813;0,25025015783444;0,336977491816979
"ADAMTS10";-0,441893278665148;0,181028092098435;-2,44102047114801;0,0191536661828374;0,0400246603001817
"ADAMTS12";0,711539644501575;0,227384995319845;3,12922866128746;0,00326175496609653;0,00905899502207764
"ADAMTS13";-0,497215569336775;0,170737275613936;-2,91216764206229;0,00583814315993916;0,0149148697740375
"ADAMTS14";3,01368987074894;0,300463420681191;10,0301389896863;1,71741322077896e-12;3,07760449163589e-10
"ADAMTS15";0,952386587254073;0,240077244732414;3,96700065562476;0,000292760875776497;0,00120881909998038
